ui.report.comment_restricted,신고에 의해 댓글 사용이 제한되었습니다,Comment access restricted due to reports
ui.report.comment_placeholder,우리 단지 랭커스톡을 남겨보세요,Share your thoughts about this complex
ui.report.comment_login_required,로그인 후 댓글을 작성할 수 있어요,You can write comments after logging in
ui.report.comment_be_first,첫 번째 랭커스톡의 주인공이 되어주세요!,Be the first to share your thoughts!
ui.report.comment_write_first,첫 번째 랭커스톡 쓰기,Write the first Rankus Talk
ui.report.comment_login_write,로그인 하고 랭커스톡 쓰기,Log in and write Rankus Talk
ui.report.comment_reply_leave,댓글 남기기,Leave a reply
ui.report.comment_edit,수정,Edit
ui.report.comment_delete,삭제,Delete
ui.report.comment_report_abuse,[신고하기],[Report]
ui.report.comment_hidden_accused,신고에 의해 가리기 처리된 글입니다.,This comment has been hidden due to reports.
ui.report.comment_hidden_restricted,부적절한 표현으로 가리기 처리된 글입니다.,This comment has been hidden due to inappropriate content.
ui.report.comment_first_visit,첫 번째 방문이네요!,This is the first visit!
ui.report.comment_nth_visit,{count}번째 방문이예요!,This is the {count} visit!
ui.report.comment_notice_header,건강한 랭커스톡을 만들어주세요!,Please write a healthy Rankus Talk!
ui.report.comment_notice_item1,"다른 사람 비방, 불쾌감 유발, 욕설은 임의로 삭제됩니다.","Slander, offensive content, and profanity will be deleted."
ui.report.comment_notice_item2,영리 목적의 게시글은 임의로 삭제됩니다.,Commercial postings will be deleted.
ui.report.comment_cancel,취소,Cancel
ui.report.comment_submit,등록,Submit
ui.report.comment_write_title,우리단지 랭커스톡 작성,Write Complex Rankus Talk
ui.report.comment_validation_empty,랭커스톡 작성 후 등록해 주세요!,Please write a comment before submitting!
ui.report.comment_validation_length_1000,최대 1000글자 까지 등록할 수 있어요!,You can write up to 1000 characters!
ui.report.comment_reply_title,댓글 작성,Write Reply
ui.report.comment_validation_reply_empty,댓글 작성 후 등록해 주세요!,Please write a reply before submitting!
ui.report.comment_validation_length_500,최대 500글자 까지 등록할 수 있어요!,You can write up to 500 characters!
ui.report.comment_edit_reply_title,우리동네 랭커스톡 댓글 수정,Edit Complex Rankus Talk Reply
ui.report.comment_edit_title,우리 단지 랭커스톡 수정,Edit Complex Rankus Talk
ui.report.comment_delete_confirm,정말 삭제할까요?,Are you sure you want to delete this?
ui.report.comment_no,아니요,No
ui.report.comment_yes,예,Yes
ui.report.comment_report_title,랭커스톡 신고하기,Report Rankus Talk
ui.report.comment_report_reply_title,랭커스톡 댓글 신고하기,Report Rankus Talk Reply
ui.report.comment_report_target_desc,{email}님의 랭커스톡을 신고합니다.,Report {email}'s Rankus Talk.
ui.report.comment_report_reply_target_desc,{email}님의 랭커스톡 댓글을 신고합니다.,Report {email}'s Rankus Talk Reply.
ui.report.comment_report_reason_abuse,욕설 / 비방,Abuse / Slander
ui.report.comment_report_reason_promo,홍보성,Promotional
ui.report.comment_report_reason_porn,음란물 / 선정성,Inappropriate / Obscene
ui.report.comment_report_reason_spam,같은 내용 반복,Spam
ui.report.comment_report_reason_other,기타,Other
ui.report.comment_report_reason_other_placeholder,기타 신고 이유를 작성해 주세요.,Please write other reason for report.
ui.report.comment_report_success,"{email}님의 랭커스톡이 신고되었습니다. <br> 운영정책 위배 여부 확인 후, 조치 예정입니다.",{email}'s post has been reported. <br> We will take action after reviewing policy violations.
ui.report.comment_report_confirm,확인,Confirm
ui.report.comment_accuse_btn,신고,Report
ui.report.show_naver_land,네이버 부동산 보기,View Naver Land
ui.report.show_hogangnono,호갱노노 보기,View Hogangnono
ui.report.default_comment_1,단지에 대해 어떻게 생각하시나요?,What do you think about this complex?
ui.report.default_comment_2,단지의 장점은 무엇인가요?,What are the advantages of this complex?
ui.report.default_comment_3,단지에 살면서 가장 만족스러운 점은 무엇인가요?,What is the most satisfying part of living in this complex?
ui.report.default_comment_4,아파트 주변의 교통 편의성은 어떤가요?,How is the transit accessibility around the apartment?
ui.report.default_comment_5,주변 교육 환경에 대해 어떻게 생각하시나요?,What do you think about the surrounding educational environment?
ui.report.default_comment_6,단지의 커뮤니티 시설은 만족스러운가요?,Are you satisfied with the community facilities in the complex?
ui.report.default_comment_7,아파트의 보안 시스템에 대해 어떻게 생각하시나요?,What do you think about the apartment's security system?
ui.report.default_comment_8,단지의 관리 상태는 어떤가요?,How is the maintenance status of the complex?
ui.report.default_comment_9,아파트의 이웃들은 어떤 분들인가요?,What kind of people are the neighbors in the apartment?
ui.report.default_comment_10,아파트의 가격 대비 가치에 대해 어떻게 생각하시나요?,What do you think about the value for money of the apartment?
ui.report.default_comment_11,단지의 자연 환경은 어떤가요?,How is the natural environment of the complex?
ui.report.default_comment_12,아파트의 주차 시설은 만족스러운가요?,Are you satisfied with the parking facilities of the apartment?
ui.report.default_comment_13,단지의 소음 수준은 어떤가요?,How is the noise level in the complex?
ui.report.default_comment_14,단지의 편의 시설은 만족스러운가요?,Are you satisfied with the amenities in the complex?
ui.report.default_comment_15,단지의 위치는 생활에 편리한가요?,Is the location of the complex convenient for living?
ui.report.default_comment_16,아파트의 디자인과 건축 품질에 대해 어떻게 생각하시나요?,What do you think about the design and construction quality of the apartment?
ui.report.weight_default_suffix, 가중치 (기본값), weights (default)
ui.report.unified_search_notice,빠른 검색 속도를 위해 <br> 두 글자 이상부터 검색할 수 있도록 해 두었어요!,"To ensure fast search speed, you can search with at least 2 characters!"
ui.report.recent_search,최근검색,Recent Search
ui.report.searched_suffix,에 검색, (Searched)
ui.report.rearrange_region_notice,전국 시군구 내에서 정렬합니다,Sorting within districts nationwide
ui.compare.sido,시도,City/Province
ui.compare.gungu,시군,District
ui.compare.complex,단지,Complex
ui.compare.address,주소,Address
ui.compare.years,년차,Years
ui.compare.house_num,세대수,Households
ui.compare.parking,주차,Parking
ui.compare.heating,난방,Heating
ui.compare.entrance,현관,Entrance
ui.compare.floor_rate,용적률,FAR
ui.compare.cover_rate,건폐율,Coverage
ui.compare.rebuild_comment,"재건축 아파트의 경우 용적률 및 건폐율이 낮아 사업성이 좋을 수 있으므로, 대지지분을 함께 고려해 주거 가치 점수를 산정합니다.","For reconstruction complexes, the living score is calculated using the floor area ratio (FAR) and building coverage, considering the redevelopment potential."
ui.compare.nearest_station,가까운역,Nearest Station
ui.compare.within_30m,30분이내,Within 30m
ui.compare.within_1h,1시간이내,Within 1h
ui.compare.transport_comment,가장 가까운 역은 직선거리 기준입니다.<br>주요 거점역은 주중 출퇴근 시간 하차 인원이 많은 역 기준입니다.<br>이동시간은 구글 교통정보 대중교통 기준입니다.,The nearest station is calculated by straight-line distance.<br>Key stations represent stations with high disembarking volume in weekday rush hours.<br>Travel times are based on Google transit data.
ui.compare.dept_store,백화점(3km),Dept. Store (3km)
ui.compare.outlet,아울렛/몰(5km),Outlet/Mall (5km)
ui.compare.mart,대형마트(1km),Big Mart (1km)
ui.compare.market_300m,상권(300m),Commercial (300m)
ui.compare.bank,은행(500m),Bank (500m)
ui.compare.hospital,병원(500m),Hospital (500m)
ui.compare.big_hospital,대형병원(5km),General Hosp (5km)
ui.compare.park,공원(500m),Park (500m)
ui.compare.big_park,대형공원(1km),Large Park (1km)
ui.compare.harmful,혐오시설(3km),Objectionable (3km)
ui.compare.pSchool_distance,초교거리,Elmtr Distance
ui.compare.pSchool_change,초교학생증감,Enrollment Change
ui.compare.mSchool_achievement,중등성취도,Middle School Achv
ui.compare.mSchool_achievement_mobile,중등성취도,Middle School<br>Achv
ui.compare.academy_300m,학원가(300m),Academy (300m)
ui.compare.academy_1km,학원가(1km),Academy (1km)
ui.compare.edu_harmful,유흥/모텔(300m),Nightlife/Motel (300m)
ui.compare.latest_sales,최근거래,Recent Sales
ui.compare.table_sales_rent,매매/전세,Sales / Lease
ui.compare.table_size,평형,Size
ui.compare.no_deal_history,거래이력없음,No deals
ui.compare.no_info,정보없음,No Info
ui.compare.not_applicable,해당없음,N/A
ui.compare.load_failed,불러오기 실패했어요. 다시 시도해 주세요.,Failed to load. Try again.
ui.compare.search_min_length_notice,빠른 검색 속도를 위해 <br> 두 글자 이상부터 검색할 수 있도록 해 두었어요!<br>,"To ensure fast search speed, <br> please search with at least 2 characters!<br>"
ui.compare.real_price,실거래가,Actual Price
ui.compare.recent_deal,최근거래,Recent Deal
ui.compare.price_by_size,평형별 시세,Deals by Size
ui.compare.rank,RANK,RANK
ui.build_year_unit,년차,yrs
ui.sorting.map_only_balanced,지도에 표시되는 랭커 정보는 '균형잡힌' 정렬 방식으로만 보여져요!,Map ranks are only displayed in 'Balanced' sort mode!
ui.sorting.map_notice,지도에 표시되는 랭커는 '균형잡힌' 정보로만 보여집니다.,Ranks shown on the map are based on 'Balanced' criteria.
ui.sorting.title,랭크 설정,Rank Settings
ui.sorting.desc,"각 항목별 점수는 변하지 않으며, 가중치에 따라 총점을 다시 계산합니다.","Individual scores remain the same, only the total score is recalculated based on weights."
ui.sorting.living,주거,Living
ui.sorting.transport,교통,Transport
ui.sorting.infra,인프라,Infra
ui.sorting.edu,교육,Edu
ui.sorting.hide_on_change,지역 변경 시 표시하지 않기,Do not show on region change
ui.sorting.close,닫기,Close
ui.sorting.apply,적용,Apply
ui.profile.title,사용자정보,User Profile
ui.profile.name,이름,Name
ui.profile.nickname,별명,Nickname
ui.profile.email,이메일,Email
ui.profile.birthday,생년월일,Birthday
ui.profile.gender,성별,Gender
ui.profile.gender_m,남성,Male
ui.profile.gender_f,여성,Female
ui.profile.gender_none,제공 안 함,Not provided
ui.profile.provider,로그인 제공,Login provider
ui.profile.naver,네이버,Naver
ui.profile.kakao,카카오,Kakao
ui.profile.apple,Apple,Apple
ui.map.visits,{count}명 방문,{count} visits
ui.map.price_unit,억,M
ui.map.area_unit,평,py
ui.radar_map.commercial_district,상권,Commercial Area
ui.radar_map.academy_district,학원가,Academy Area
ui.radar_map.department_store,백화점,Department Store
ui.radar_map.park,공원,Park
ui.radar_map.presale,분양,Presale
ui.radar_map.elementary_school,초등학교,Elementary School
ui.radar_map.middle_school,중학교,Middle School
ui.radar_map.bank,은행,Bank
ui.radar_map.drink_pub,주점,Drink/Pub
ui.radar_map.motel,모텔,Motel
ui.simul_result_title,랭크 시뮬레이션 결과,Rank Simulation Result
ui.balanced_score_label,종합,Overall
ui.expected_grade,예상,Expected
ui.view_premium_label,조망 프리미엄,View Premium
ui.age_label,연차,Building Age
ui.parking_per_house,세대당 주차수,Parking spaces per Household
ui.custom_living_bonus,내맘대로 주거 가점,Custom Living Bonus
ui.nearest_station_dist,가장 가까운 역 거리,Distance to nearest station
ui.major_stations_30m,30분 이내 도착 가능 주요역,Major stations within 30 min
ui.major_stations_1h,1시간 이내 도착 가능 주요역,Major stations within 1 hour
ui.custom_trans_bonus,내맘대로 교통 가점,Custom Transport Bonus
ui.dept_store_3km,3km 이내 백화점,Department stores within 3km
ui.outlet_mall_5km,5km 이내 아울렛/몰,Outlets/Malls within 5km
ui.mart_1km,1km 이내 대형마트,Hypermarkets within 1km
ui.stores_300m,300m 이내 상점,Convenience stores within 300m
ui.banks_500m,500m 이내 은행,Banks within 500m
ui.hospitals_500m,500m 이내 병원,Hospitals within 500m
ui.large_hospitals_5km,5km 이내 대형병원,General hospitals within 5km
ui.parks_500m,500m 이내 공원,Parks within 500m
ui.large_parks_1km,1km 이내 대형공원,Large parks within 1km
ui.harmful_facility_3km,3km 이내 혐오시설,Unwanted facilities within 3km
ui.custom_infra_bonus,내맘대로 인프라 가점,Custom Infra Bonus
ui.elem_school_dist,초등학교 거리,Distance to primary school
ui.elem_school_student_change,초등학교 학생증감,Primary school student trend
ui.elem_school_achievement,중학교 학업성취도,Middle school achievement
ui.academies_300m,300m 이내 학원,Academies within 300m
ui.academies_1km,1km 이내 학원,Academies within 1km
ui.harmful_facility_300m,300m 유흥시설/모텔,Nightlife/Motels within 300m
ui.custom_edu_bonus,내맘대로 교육 가점,Custom Education Bonus
ui.simulation_label,시뮬레이션,Simulation
ui.existing_label,기존,Current
ui.living,주거,Living
ui.transport,교통,Transport
ui.infra,인프라,Infra
ui.edu,교육,Education
ui.living_score_label,주거총점,Living Score
ui.transport_score_label,교통총점,Transport Score
ui.infra_score_label,인프라총점,Infra Score
ui.edu_score_label,교육총점,Education Score
ui.house_num_label,세대수,No. of Households
ui.heating_label,난방방식,Heating System
ui.entrance_label,현관구조,Entrance Type
ui.price_change_label,매매가변동,Price Change
ui.show_graph_label,그래프보기,Show Graph
ui.no_sales_info,거래 정보 없음,No transaction data
ui.give_custom_living_bonus,내맘대로 주거 가점 주기,Give Custom Living Bonus
ui.give_custom_trans_bonus,내맘대로 교통 가점 주기,Give Custom Transport Bonus
ui.give_custom_infra_bonus,내맘대로 인프라 가점 주기,Give Custom Infra Bonus
ui.give_custom_edu_bonus,내맘대로 교육 가점 주기,Give Custom Education Bonus
ui.view_result,결과 보기,View Results
ui.analyzing,열심히 분석 중이예요!,Analyzing...
ui.station_area_label,역세권 여부,Station Area Status
ui.rank_simulation,랭크 시뮬레이션,Rank Simulation
ui.notice.title,리얼랭커스에서 알려드립니다,Notice from Realrankus
ui.notice.coffeechat_title,"{years}년 차를 맞이한 지속 가능한 AI 서비스, 리얼랭커스",Celebrating {years} Years of Sustainable AI Service | Realrankus
ui.notice.coffeechat_desc,<strong>2022년 런칭 이후 1인 기업으로서 꾸준한 데이터 업데이트와 고도화를 통해 시장의 신뢰를 쌓아왔습니다. 서비스의 미래 비전 혹은 협업에 관한 가벼운 커피챗 제안을 기다리고 있습니다.</strong>,"<strong>Since launching in 2022 as a solopreneur, I have built market trust through continuous data updates and refinement. I welcome light coffee chat proposals regarding the service's future vision or collaboration.</strong>"
ui.notice.coffeechat_label,커피챗 : ,Coffee Chat: 
ui.notice.what_is_realrankus,리얼랭커스란?,What is Realrankus?
ui.notice.intro_desc1,"리얼랭커스는 '주거', '인프라', '교통', '교육환경'을 AI로 분석하여 점수로 계산하여 입지 정보를 제공하는 서비스 입니다.","Realrankus is an AI-powered service that evaluates location data for 'Living', 'Transit', 'Infra', and 'Edu' to calculate scores and rankings."
ui.notice.intro_desc2,"리얼랭커스의 점수는 '가격' 및 '지형고도'를 제외하고 산정되며, 그 결과는 생각하시는 순위와 크게 다를 수 있습니다.","Realrankus scores exclude 'Price' and 'Topographic Elevation', which means the results may differ significantly from your expectations."
ui.notice.intro_warning,"<strong> 리얼랭커스의 점수는 투자지표가 아님을 말씀드리며, 투자 판단에 대한 모든 책임은 투자자 본인에게 있습니다.</strong>","<strong>Please note that Realrankus scores are not investment indicators, and all responsibility for investment decisions lies with the investor.</strong>"
ui.notice.kakao_channel_alert,업데이트 알림은 <a href='http://pf.kakao.com/_vESNb' target='_blank'>카카오톡 채널</a>을 통해 전달됩니다.,Update notifications are delivered via our <a href='http://pf.kakao.com/_vESNb' target='_blank'>KakaoTalk Channel</a>.
ui.notice.bullet_1,리얼랭커스의 점수는 투자지표가 아님을 말씀드립니다. 투자 판단에 대한 모든 책임은 투자자 본인에게 있습니다.,Please note that Realrankus scores are not investment indicators. All responsibility for investment decisions lies with the investor.
ui.notice.bullet_2,"모든 점수는 환경 요소를 분석한 AI가 선정하며, 일체의 임의적 조작을 가하지 않습니다.","All scores are determined by AI analyzing environmental factors, with no manual manipulation whatsoever."
ui.notice.bullet_3,"점수는 해당 지역구의 상대 점수이며, 다른 지역구의 동일 점수와 같은 가치를 나타내지 않습니다.","Scores are relative values within the respective district, and a score does not represent the same value in other districts."
ui.notice.bullet_4,80세대 이하의 단지는 통계에서 제외됩니다.,Complexes with 80 units or fewer are excluded from statistics.
ui.notice.bullet_5,"재건축 단지의 경우, 용적률과 건폐율로 주거 점수를 산정합니다.","For reconstruction complexes, the housing score is calculated using the floor area ratio and building coverage ratio."
ui.notice.bullet_6,수도권 교통 정보는 지하철역 위치 정보를 기반으로 산정됩니다.,Transit scores in the Seoul metropolitan area are calculated based on subway station location data.
ui.notice.bullet_7,"인프라 정보는 각 백화점/마트 홈페이지, 은행연합회, 자원순환정보시스템, 공공데이터 포탈의 정보를 기반으로 산정됩니다.","Infrastructure data is calculated based on website information from department stores/marts, the Korea Federation of Banks, the Resource Circulation Information System, and the Public Data Portal."
ui.notice.bullet_8,교육 정보는 교육통계서비스 정보를 기반으로 산정됩니다.,Education data is calculated based on information from the Educational Statistics Service.
ui.notice.bullet_9,지역구 정보는 공공데이터포탈 정보를 기반으로 산정됩니다.,District data is calculated based on information from the Public Data Portal.
ui.notice.bullet_10,"모든 정보는 월 1회 업데이트 예정이며, 각 기반 정보의 업데이트 시점에 따라 변동 가능성이 있습니다.","All information is scheduled to be updated once a month, subject to changes depending on the update timing of the source data."
ui.notice.bullet_11,"문의사항, 오류수정, 개선제안은 이메일 또는 카카오톡을 통해 문의해 주세요.","For inquiries, error reports, or suggestions, please contact us via email or KakaoTalk."
ui.notice.connection_status,{os} {app}으로 접속되었습니다.,Connected via {os} {app}.
ui.notice.cookie_checkbox,다음 업데이트까지 보지 않기,Do not show until next update
ui.notice.ios_install,iOS 앱 설치,Install iOS App
ui.notice.android_install,Android 앱 설치,Install Android App
ui.notice.kakao_channel,카카오톡 채널,KakaoTalk Channel
ui.notice.kakao_chat,카카오톡 1:1 문의,KakaoTalk 1:1 Inquiry
